content,score,sentiment
"di Pasar Minggu, update kali ini malah mundur, aplikasi boros baterai, tolong dibenerin dulu sebelum nambah fitur! Di pencarian hashtag, iklan toko susah dipause. Setelah dicoba 7 hari, errorrnya tidak menjelaskan apa-apa. ngadi-ngadi",1,negative
"sebagai admin toko parfum, habis login ulang, login minta verifikasi berulang, stok berubah sendiri, aku uninstall dulu sementara!! via XL Setelah dicoba 42 order, rasanya kayak tambal sulam.",2,negative
"di Ngaglik, aku install lagi kemarin, kontennya banyak, tapi rekomendasinya makin jauh. halaman seller center berat, support-nya kurang menolong? di Semarang Masalahnya kerasa pas handle stok akhir stand laptop. Di pusat bantuan, angka klik produk kosong. Setelah dicoba jam 11 malam, kesannya testing di device bagus doang.",2,negative
"gw pakai hampir tiap hari, kontennya banyak, tapi rekomendasinya makin jauh. checkout muter terus, tolong dibenerin dulu sebelum nambah fitur! Masalahnya kerasa pas handle grosir masker kain. Di halaman refund, angka klik produk kosong. fix uninstall dulu",2,negative
"observasi pribadi: gw pakai hampir tiap hari. Aku cuma mau promosi makanan rumahan, tapi iklan kebanyakan muncul. lama-lama bikin malas buka aplikasinya! versi v32.2.2 Masalahnya kerasa pas handle student kertas foto. Di for you page, audio mundur setelah export. Setelah dicoba 12 menit, terlalu banyak tap buat hal sederhana. #uploadgagal",2,negative
"dibanding app sebelah ini terasa berat, akun mendadak kena limit, ini bug kecil tapi efeknya besar!! Di seller center, live replay berhenti di menit awal.",2,negative
"wah stabil sekali, lima menit langsung crash, algoritma rekomendasi terasa random. aku uninstall dulu sementara. nih Masalahnya kerasa pas handlegrosir baju bayi.",2,negative
"nice, app panas duluan sebelum video ke-upload, iklan kebanyakan muncul. problemnyamuncul terus meski sudah update. #tiktokshop Di fitur duet, jadwal posting lompat tanggal.",2,negative
"pas lagi bikin konten tugas, support ramah, tapi jawabannya nggak menyelesaikan masalah. login minta verifikasi berulang, rasanya seperti dipaksa jadi beta tester... Masalahnya kerasa pas handle handmade hijab voal.",3,negative
"di Pontianak Kota, kalau buat scroll santai, rekomendasi feed lebih nyambung, overall cukup worth it mungkin beda di hp lain? #bugreport ngl. cc admin Setelah dicoba 15 order, lebih sedikit klik daripada sebelumnya. #draftselamat ngadi-ngadi",4,positive
"di Karawaci, di mode hemat baterai, hasil search hashtag lebih tepat, workflow konten jadi lebih cepat di perangkatku hasilnya begitu. #seller",5,positive
"sebagai kreator resep singkat, kalau buat scroll santai, keranjang belanja responsif, feelnya worth it. ini lumayan kerasa... di Malang Cocok juga buat handle warna pastel stand laptop. Setelah dicoba 7 hari, bukan cuma cantik di tampilan.",5,positive
"versi kali ini terasa lebih ringan, analytics kreator cukup jelas, pengalaman pakainya lebih santai. Setelah dicoba 600 MB cache, aku nggak perlu tanya-tanya lagi.",5,positive
"sebagai pegawai shift malam, di Madiun, observasi pribadi: buat lihat live seller lokal. Aku cuma mau promosi thrift shop, tapi komentar gagal terkirim. ini bug kecil tapi efeknya besar! di Solo Device: Infinix Note 30, jaringan Biznet. lumayan lah",3,negative
"sebagai admin toko kecil, di Buahbatu, tes ringan: pas mobile data dipakai. Aku cuma mau upload konten kampus, tapi login minta verifikasi berulang. problemnya muncul trs meski sudah update!! Masalahnya kerasa pas handle new arrival keyboard membran. Di menu affiliate, audio mundur setelah export. Device: iPhone SE, jaringan hotspot teman. #draftilang",2,negative
"buat jualan kecil-kecilan aku pakai, tombol checkout suka freeze, lama-lama bikin malas buka aplikasinya di hpku kejadian terus. Masalahnya kerasa pas handle limited tablet bekas. Setelah dicoba 2 jam, UI-nya rapi tapi otaknya lambat. Device: Samsung S20 FE, jaringan wifi kos. auto panik",2,negative
"pas mobile data dipakai, ada typo di caption auto, tapi gampang diedit manual, halaman pesanannya lebih rapi. pengalaman pakainya lebih santai... cc support",5,positive
"sebagai pemilik thrift shop, Wah stabil sekali, lima menit langsung crash, fitur duet delay parah! problemnya muncul terus meski sudah update. Masalahnya kerasa pas handle COD botol minum. Di halaman alamat, link produk lepas dari video. fix uninstall dulu",1,negative
"aku bandingin sm minggu lalu, filter komentar gampang diatur, hasilnya konsisten di hpku buat versi sekarng sudah oke! Cocok juga buat handle custom flashdisk metal. Device: Redmi Note 8, jaringan XL.",3,positive
"Pas lagi nunggu bus aku buka, rekomendasi feed lebih nyambung, fiturnya sederhana tapi kepakai kalau stabil terus bakal jadi favorit!! Cocok juga buat handle flash-sale serum niacinamide. Di profil toko, alamat pembeli kebaca sampai RT.",5,positive
"sebagai resellr skincare lokal, di Kedaton, buat cari tutorial edit video, halaman Seller Center berat. produk lampu meja jadi susah diproses, pengalaman pakainya turun jauh. Di filter spam, kode referral invalid mendadak.",3,negative
"di akun kedua aku coba juga, halaman Seller Center berat, terlalu riskan buat order penting mungkin user lain juga kena. btw versi v32.1.1 Di filter spam, komentar penting tenggelam. Setelah dicoba 15 order, bikin mikir dua kali buat top up campaign.",2,negative
"di Pedurungan, pas checkout barang murah, halaman seller center berat, pengalaman pakainya turun jauh masalahnya terlalu sering muncul. via Tri Setelah dicoba 3 kali, UI-nya rapi tapi otaknya lambat. enak juga",3,negative
"tiap habis upload video, ada typo di caption auto, tapi gampang diedit manual, notifikasi order masuk cepat!! cukup reliable untuk kerja ringan... serius Cocok juga buat handle anti ribet lip tint. Setelah dicoba 2 jam, cukup manusiawi buat pengguna awam.",4,positive
"buat jualan aksesoris hp, musik yang disaranin cocok. baju bayi lebih gampang dikelola, pengalaman pakainya lebih santai. Di komentar live, live replay tidak patah. Device: iPhone 13, jaringan XL.",4,positive
"sebagai mahasiswa yang jualan sampingan, di Cengkareng, Pas mobile data dipakai, live-nya ramai, tapi kualitas streamingnya bikin pusing. cache numpuk cepat banget, rasanya seperti dipaksa jadi beta tester... Masalahnya kerasa pas handle custom keyboard membran. Device: OPPO Reno 8T, jaringan XL. #sellerpanik",1,negative
"pengalaman singkat: buat konten random sore-sore. Awalnya aku ragu buat cari rekomendasi skincare, tapi filter komentar gampang diatur. pengalaman pakainya lebih santai! Di filter spam, laporan retur bisa diunduh. Setelah dicoba jam 6 pagi, nggak bikin deg-degan pas dipakai.",4,positive
"support nggak membantu cc kurir Masalahnya kerasa pas handle limited serum niacinamide. Setelah dicoba 600 MB cache, bikin mikir dua kali buat top up campaign. Device: iPad lama, jaringan Indihome. fix uninstall dulu",1,negative
"aku install lagi kemarin, live-nya ramai, tapi kualitas streamingnya bikin pusing. halaman seller center berat, lama-lama bikin malas buka aplikasinya. #tiktokshop jir Masalahnya kerasa pas handle anti ribet buku jurnal.",3,negative
"buat konten rndom sore-sore, hasil search hashtag lebih tepat, harga final jelas dari awal, cukup reliable untuk kerja ringan. Cocok juga buat handle basic sticker pack. aman jaya",5,positive
"temen kantor nyaranin ini, fitur simpan favorit praktis, aku bisa rekomendasiin ke temen buat versi sekarang sudah oke...",5,positive
"pas checkout barang murah, tab inbox lama kebuka, ongkir promo beda saat bayar, lama-lama bikin malas buka aplikasinya... #promo Masalahnya kerasa pas handle simple serum niacinamide. Device: OPPO A78, jaringan hotspot teman. #uploadgagal",3,negative
"di hp lama masih aku tes, harga promo kadang berubah, tapi checkout tetap aman, tracking paket kelihatan jelas. hasilnya konsisten di hpku! Device: Redmi 9A, jaringan hotspot teman.",5,positive
"kalau dipakai pas jam ramai, Seller Center terlihat rapi, tapi loadingnya keterlaluan. refund statusnya nggak jelas, aku jadi ragu pakai lagi! Masalahnya kerasa pas handle daily botol minum.",3,negative
"sebagai reseller skincare lokal, Pas checkout barang murah, live chat customer responsif, feelnya smooth. please jangan dirusak update berikutnya... Cocok juga buat handle COD sling bag. Di keranjang, template balasan customer bisa diedit.",4,positive
"adik gue sering buka app ini, caption otomatis ngawur, aku jadi ragu pakai lagi tolong jangan diabaikan. Masalahnya kerasa pas handle restock buku jurnal.",1,negative
"buat cek harga barang, support balasnya template semua. produk hoodie lokal jadi susah diproses, terlalu riskan buat order penting! Masalahnya kerasa pas handle stok akhir powerbank slim. Di inbox pembeli, komentar penting tenggelam.",2,negative
"habis login ulang, sinkronisasi kontaknya cepat, stok jadi lebih gampang dipantau, rasanya lebih matang dari versi sebelumnya! Di live control room, thumbnail tersimpan tanpa pecah.",5,positive
"sebagai penonton live random, di Warungboto, bwt promosi thriift shop, dashboard seller lebih kebaca. serum wajah lebih gampang dikelola, pengalaman pakainya lebih santai? Di tab Shop, audio tidak geser setelah export. #reviewbaik nggak ngide",4,positive
"sebagai content creator baru, di Dago, dari sisi penonton biasa, tampilannya oke, sayangnya bug-nya sering muncul. keranjang belanja sering kosong sendiri, cukup ganggu buat pemakaian harian! Di pencarian hashtag, filter ukuran produk error. Setelah dicoba jam 6 pagi, bikin mikir dua kali buat top up campaign.",1,negative
"aku bandingin sama minggu lalu, sinkronisasi kontaknya cepat, link produk tidak hilang, ini salah satu update yang benar... Cocok juga buat handle transparan tripod meja. Di pencarian hashtag, kode referral tidak hilang. Setelah dicoba 14 produk, nggak bikin deg-degan pas dipakai. #kontenharian",5,positive
"tes ringan: waktu live malam kemarin. Aku cuma mau cek order harian, tapi stitch sering nggak sinkron. aku uninstall dulu sementara!! versi v32.1.5 Setelah dicoba 1.2k view, seller kecil jadi ikut nanggung risiko. aman jaya",3,negative
"Pas sinyal agak jelek aku tetap coba, perlu adaptasi sedikit, tapi setelah paham cukup enak, fitur jadwal posting kepakai. aku bisa rekomendasiin ke temen? asli (Samsung A32, Android 10) Cocok juga buat handle clearance sling bag. Seetlah dicoba 20 menit, cukup aman buat dipakai pas campaign kecil. #livejualan",4,positive
"di Pondok Gede, versi lama justru lebih nyaman, voucher tiba-tiba hilang, nggak bisa diandalkan pas butuh cepat. imo cc seller Setelahdicoba 350 view, bug-nya muncul pas lagi ada pembeli.",1,negative
"sebagai seller pemula aku ngerasain, hasil search hashtag lebih tepat, link produk gak hilang, pengalaman pakainya lebih santai.nih Di menu insight, template balasan customer bisa diedit. Setelah dicoba14 produk, cukup manusiawi buat pengguna awam. #livejualan",4,positive
"Buat buat konten affiliate, refund statusnya nggak jelas. produk skincare travel size jadi susah diproses, lama-lama bikin malas buka aplikasinya. Di for you page, varian warna balik sendri. #paketnyangkut agak zonk",2,negative
"lebih enak daripada app toko sebelah, voucher akhirnya kebaca, jadi lebih sering kepakai!! #update",4,positive
"di Kedaton, pas checkout barang murah, draft video aman tersimpan, ini salah satu update yang benar aku bakal pantau update berikutnya! #tiktokshop via Tri bikin males",5,positive
"pas sinyal agak jelek aku tetap coba, tampilannya oke, sayangnya bug-nya sering muncul. voucher tiba-tiba hilang, capek sendiri ngulang dari awal. cc moderator Device: Samsung M14, jaringan 5G.",4,negative
"setelah reinstall aplikasi, musik yang disaranin cocok, arsip live mudah dibuka, nggak bikin mikir lama! di Manado Di halaman refund, komentar prioritas naik sendiri. ngadi-ngadi",4,positive
"buat cari review barang, tab inbox lama kebuka, belum layak disebut stabil sayang banget padahal potensinya ada... Device: iPhone 14, jaringan 5G. not bad",2,negative
"Hasilnya lebih rapi dibanding bulan lalu, kualitas video tetap tajam, pengalaman bealnja jadi lebih enak! ngl Cocok juga buat handle new arrival totebag kanvas. Di pusat bantuan, kode referral tidak hilang.",3,positive
"buat konten random sore-sore, tracking paket sering telat, ini bikin workflow jadi kacau tolong jangan diabaikan. Masalahnya kerasa pas handle rumahan sticker pack. Setelah dicoba 27 persen baterai, errornya tidak menjelaskan apa-apa.",2,negative
"hasilnya lebih rapi dibanding bulan lalu, kualitas video tetap tajam, nggak sempurna tapi arahnya bagus... Cocok juga buat handle ukuran kecil lanyard kampus. Di tab produk, audio tidak geser setelah export.",3,positive
"sebagai pegawai shift malam, aku install lagi kemarin, duet dan stitch jalan mulus, feelnya user friendly. di perangkatku hasilnya begitu? (Redmi Note 11, Android 12)",5,positive
"sebagai affiliate pemula, aku install lagi kemarin, tracking paket sering telat, lama-lama bikin malas buka aplikasinya mohon dicek serius!! sih di Tangerang masuk akal",2,negative
"sebagai pemilik thrift shop, di Cibinong, setelah update terakhir aku cek lagi, kontennya banyak, tapi rekomendasinya makin jauh. tombol checkout suka freeze, ini bikin workflow jadi kacau. Di halaman voucher, link produk lepas dari video. Setelah dicoba jam 11 malam, terlalu banyak tap buat hal sederhana. gaskeun",1,negative
"gue coba selama semnggu, hasil search hashtag lebih tepat, template keranjang lebih simpel, cukup reliable untuk kerja ringan. Di pusat bantuan, alamat pembeli kebaca sampai RT. Setelah dicoba 5 menit, flow-nya nyambung dari awal sampai akhir.",5,positive
"di Manado Timur, buat mencatat ide konten, rekomendasi kreator lokal makin bagus. rice cooker mini lebih gampang dikelola, rasanya lebih matang dari versi sebelumnya!! bjir #livejualan",4,positive
"di hp lama masih aku tes, hasil search hashtag lebih tepat, feelnya user friendly. di perangkatku hasilnya begitu.",4,positive
"pas lagi bikin konten tugas, mode dark-nya nyaman, arsip live mudah dibuka, nggak sempurna tapi arhnya bagus!! via 4G Di halaman checkout, filter ukuran produk lebih enak.",5,positive
"pas lagi nunggu bus aku buka, sebenarnya idenya bagus, tapi eksekusinya masih kasar. upload berhenti di tengah, belum layak disebut stabil! Masalahnya kerasapas handle preloved kabel type-c. Device: Samsung A32, jaringan wifi rumah. #supporttemplate",4,negative
"observasi pribadi: temen kantor nyaranin ini. Awalnya aku ragu buat cek harga barang, tapi duet dan stiitch jalan mulus. nggak bikin mikir lama. #fyp via wifi kos Cocok juga buat handle paket hemat sabun muka. #kontenharian",4,positive
"sebagai seller pemula aku ngerasain, app boros baterai, rasanya performa makin berat mohon dicek serius. #fyp (Poco M4 Pro, Android 10) cc kurir Masalahnya kerasa pas handle student serum niacinamide. Device: vivo Y36, jaringan wifi kos. #checkoutmacet",2,negative
"waktu nyari resep singkat, caption otomatis ngawur, feelnya buggy. di hpku kejadian terus!! imo Di fitur stitch, kupon toko gagal terpasang. Device: OPPO A54, jaringan XL.",1,negative
"update kali ini malah mundur, halaman seller center berat, support-nya kurang menolong. Di dashboard campaign, laporan retur gagal diunduh. Setelah dicoba 18 persen baterai, fitur pentingnya kalah sama animasi. Device: Poco X3, jaringan Indosat.",1,negative
"update kali ini malah mundur,checkout muter terus, nggak bisa diandalkan pas butuh cepat... Masalahnya kerasa pas handle clearance hair tonic. Di seller center, iklan toko susah dipause.",1,negative
"Buat jualan aksesoris hp, draft video kadang lenyap!! produk case hp jadi susah diproses, kelihatan belum dites serius? (Samsung A12, Android 10) Di live control room, template balasan customer terkirim mentah. Setelah dicoba 2 draft, ini bukan masalah kosmetik doang.",2,negative
"laporan user: buat lihat live seller lokal. Aku cuma mau jualan akksesoris hp, tapi cache numpuk cepat banget. aku jadi ragu pakai lagi! Di shipping tracker, iklan toko susah dipause. Device: realme C67, jaringan Tri. #sellerpanik gaskeun",2,negative
"sebagai pembuat konten kampus, kalau dipakai pas jam ramai, fiturnya belum sempurna, tapi arahnya jelas, filter komentar gampang diatur. rasanya lebih matang dari versi sebelumnya. bjir Di inbox pembeli, catatan pesanan ikut terbawa. Setelah dicoba 18 persen baterai, akhirnya terasa seperti fitur yang selesai. Device: Poco M4 Pro, jaringan hotspot teman.",4,positive
"di Cilandak, dari minggu lalu progresnya kelihatan, kualitas video tetap tajam, buat seller kecil ini ngebantu... via Smartfren Di fitur stitch, kupon toko otomatis terpasang.",3,positive
"catatan kecil: tiap habis upload video. Aku cuma mau jualan aksesoris hp, tapi saldo promosi nggak keupdate. terlalu riskan buat order penting!! di Malang Masalahnya kerasa pas handle student flashdisk metal. Di shipping tracker, insight penonton telat sehari. aneh bet",4,negative
"sebagai pengelola katalog kecil, Setelah reinstall aplikasi, kadang loading sebentar, tapi hasil akhirnya oke, analytics kreator cukup jelas. kerjanya lebih smooth dari ekspektasi! cc cs Setelah dicoba 2 kali, cukup ramah buat hp pas-pasan.",4,positive
"di Ubud, aku install lagi kemarin, kontennya banyak, tapi rekomendasinya makin jauh. video jadi buram setelah diupload, aku jadi ragu pakai lagi... via wifi kos Di halaman checkout, live replay berhenti di menit awal. Device: Advan lokal, jaringan Telkomsel.",3,negative
"waktu live malam kemarin, live chat customer responsif, cukup reliable untuk kerja ringan mungkin beda di hp lain!",4,positive
"di mode hemat baterai, caption otomatis ngawur, belum layak disebut stabil mohon dicek serius. #livestream Setelah dicoba 15 order, flow-nya putus di bagian paling penting.",2,negative
"sebagai content creator baru, di Ciputat, pengalaman singkat: waktu live malam kemarin. Aku cuma mau jualan aksesoris hp, tapi tab inbox lama kebuka. ini bikin workflow jadi kacau. Di kolom komentar, arsip chat susah dicari. Setelah dicoba 5 menit, seller kecil jadi ikut nanggung risiko. Device: Poco M4 Pro, jaringan hotspot teman.",1,negative
"sebagai pembeli flash sale, versi lama justru lebih nyaman, tombol checkout suka freeze, kelihatan belum dites serius... Masalahnya kerasa pas handle paket trial mouse wireless. Di pencarian hashtag, laporan retur gagal diunduh.",3,negative
"dibanding versi sebelumnya ini lebih stabil, fitur jadwal posting kepakai, aku lumayan puas. Di fitur stitch, audio tidak geser setelah export.",4,positive
"tiap habis upload video, aplikasi boros baterai, feelnya laggy. capek report berkali-kali! dong Setelah dicoba 42 order, UI-nya rapi tapi otaknya lambat. Device: Redmi Note 10, jaringan XL. #buglama",2,negative
"di Batu Ampar, versi lama justru lebih nyaman, cache numpuk cepat banget, cukup mengecewakan buat app sebesar ini! Di creator tools, link produk lepas dari video.",2,negative
"habis login ulang, fiturnya belum sempurna, tapi arahnya jelas, export video nggak pecah. ini update yang kerasa manfaatnya. Cocok juga buat handle simple ssd eksternal. Setelah dicoba 3 kali, rasanya lebih dekat ke kebutuhan seller kecil. #draftselamat",4,positive
"sebagai pengguna yang jarang komplain, di Singaraja, Kalau bwt scroll santai, harga promo kadang berubah, tapi checkout tetap aman, sinkronisasi kontaknya cepat. workflow konten jadi lebih cepat! #creator nih Cocok juga buat handle flash-sale hair tonic. Di menu affiliate, filter ukuran produk lebih enak. Setelah dicoba 3 hari, aku nggak perlu tanya-tanya lagi. ribet amat",4,positive
"sebagai mahasiswa rantau, buat cek order harian, voucher tiba-tiba hilang. produk hoodie lokal jadi susah diproses, aku uninstall dulu sementara.",1,negative
"sebagai mahasiswa yang jualan sampingan, di Rungkut, sebagai seller pemula aku ngerasain, tracking paket sering telat, terlalu riskan buat order penting mohon dicek serius. Di pencarian hshtag, arsip chat susah dicari. Device: Poco X5, jaringan 4G.",2,negative
"sebagai penonton live random, login ribet #tiktokshop versi v29.7.0 Masalahnya kerasa pas handle preloved keyboard membran.",2,negative
"Tes ringan: habis login ulang. Aku cuma mau cari tutorial edit video, tapi algoritma rekomendasi terasa random. buat jualan malah bikin panik! Masalahnya kerasa pas handle lokal totebag kanvas. Di order detail, catatan pesanan hilang. Setelah dicoba 7 hari, UI-nya rapi tapi otaknya lambat. Device: Redmi 13C, jaringan Indihome.",4,negative
"buat buat konten affiliate, live chat customer responsif. tripod mini lebih gampang dikelola, hasilnya konsisten di hpku! #update Cocok juga buat handle warna pastel planner bulanan. Device: realme Narzo 50, jaringan hotspot teman. lumayan lah",5,positive
"Buat cari review barang, ada typo di caption auto, tapi gampang dieditmanual, fitur balas komentar pakai video enak. pengalaman belanja jadi lebih enak!! Cocok juga buat handle daily dompet kartu. Di keranjang, angka klik produk muncul jelas. Setelah dicoba 42 order, cukup ramah buat hp pas-pasan. Device: vivo Y36, jaringan Indihome. not bad",4,positive
"pas lagi bikin konten tugas, tracking paket kelihatan jelas, rekomendasi musik sesuai mood, buat seller kecil ini ngebantu. Cocok juga buat handle travel ssd eksternal. Di halaman alamat, insight penonton dibagi per jam. bikin males",5,positive
"sebagai pencari review gadget, di Ciledug, dari sisi penonton biasa, ada bagian yang membaik, tapi masalah utamanya belum selesai. tab inbox lama kebuka, lebih banyak ganggu daripada bantu... Di keranjang, angka klik produk kosong. Setelah dicoba 30 menit, rasanya kayak tambal sulam.",1,negative
"sebagai seller mainan anak, Buat promosi makanan rumahan, fitur simpan favorit praktis. rice cooekr mini lebih gampang dikelola, pengalaman pakainya lebih santai. nih",5,positive
"buat lihat traffic toko, filter komentar gampang diattur. mouse wireless lebih gampang dikelola, overall cukup worth it... (Poco M4 Pro, iOS 15) via hotspot teman Di keranjang, thumbnail tersimpan tanpa pecah.",5,positive
"di Cibubur, buat lihat traffic toko, pencarian barang makin relevan. buku catatan lebih gampang dikelola, fiturnya sederhana tapi kepakai! Di live control room, arsip chat gampang dicari.",5,positive
"sebagai pengguna yang jarang komplain, di hp mid-range pun masih jalan, kualitas video tetap tajam, overall cukup worth it!! (iPhone 11, iOS 17) Cocok juga buat handle handmade helm anak. Di halaman laporan, jadwal posting tidak lompat tanggal. #sellerkecil",5,positive
"di Denpasar Barat, kesan pertama: di hp lama masih aku tes... Aku cuma mau cek order harian, tapi login minta verifikasi berulang. cukup mengecewakan buat app sebesar ini? Masalahnya kerasa pas handle bundling cover keyboard. #paketnyangkut",2,negative
"sebagai pembeli flash sale, di hp mid-range langsung ngos-ngosan, moderasi komentar aneh, ini bikin workflow jadi kacau? (OPPO Reno 6, Android 11) Masalahnya kerasa pas handle paket hemat charger gan. Di menu insight, insight penonton telat sehari. Setelah dicoba 3 kali, UI-nya rapi tapi otaknya lambat. agak zonk",1,negative
"sebagaipengelola katalog kecil, di Warungboto, laporan user: pas lagi bikin konten tugas. Awalnya aku ragu buat promosi makanan rumahan, tapi live chat customer responsif. pengalaman pakainya lebih santai. di Bekasi Setelah dicoba 5 menit, bukan cuma cantik di tampilan. #orderaman",5,positive
"sebgai seller pemula aku ngerasain, harga promo kadang berubah, tapi checkout tetap aman, filter komentar gampang diatur. pengalaman pakainya lebih santai! (iPad lama, Android 12) Cocok juga buat handle murah bantal leher.",5,positive
"aku bandingin sama minggu lalu, algoritma rekomendasi terasa random, musik hilang setelah draft dibuka, aku jadi ragu pakai lagi. dong versi v30.1.0 Masalahnya kerasa pas handle student totebag kanvas. Setelah dicoba 30 menit, bug-nya muncul pas lagi ada pembeli. Device: Tecno Spark, jaringan hotspot teman.",1,negative
"pas lagi bikin konten tugas, akun mendadak kena limit, capek sendiri ngulang dari awal jangan cuma tambah fitur baru? cc moderator Di halaman alamat, komentar pentting tenggelam. Device: vivo Y21, jaringan Telkomsel. fix kepakai",2,negative
"di hp lama masih aku tes, search barang suka nyasar, pengalaman pakainya turun jauh ini bukan sekadar komplain kecil! #checkout Masalahnya kerasa pas handle hitam doff kipas portable. Di dashboard campaign, template balasan customer terkirim mentah.",1,negative
"di Kuta, gw pakai hampir tiap hari, sebenarnya idenya bagus, tapi eksekusinya masih kasar. tab inbox lama kebuka, cukup ganggu buat pemakaian harian!! (Samsung S21 FE, iOS 16) cc creator Di fitur duet, jadwal posting lompat tanggal.",1,negative
"buat promosi thrift shop, hasil search hashtag lebih tepat. skincare travel size lebih gampang dikelola, bwt seller kecil ini ngebantu? Cocok juga buat handle bundliing baju bayi. Setelah dicoba 42 order, lebih sedikit klik daripada sebelumnya.",4,positive
"pas lagi bikin konten tugas, live chat customer responsif, stok jadi lebih gampang dipantau, overall cukup worth it. Di pencarian hashtag, link produk tetap nempel di video. Device: Infinix Hot 30, jaringan Tri. #fypnyambung",4,positive
"observasi pribadi: di jaringan wifi rumah. Aku cuma mau jualan aksesoris hp, tapi komentar gagal terkirim. problemnya muncul terus meski sudah update. Masalahnya kerasa pas handle lokal keyboard membran. Di pusat bantuan, alamat pembeli kepotong di kecamatan. Setelah dicoba 42 order, UI-nya rapi tapi otaknya lambat. nyangkut mulu",2,negative
"sebagai admin toko parfum, di Batu Ampar, pas sinyal agak jelek aku tetap coba, support ramah, tapi jawabannya nggak menyelesaikan masalah! video jadi buram setelah diupload, aku uninstall dulu sementara! Masalahnya kerasa pas handle quick order hair tonic. Device: Samsung A52, jaringan Tri.",2,negative
"aku bandingin sama minggu lalu, ftiurnya belum sempurna, tapi arahnya jelas, live chat customer responsif. cukup aman buat dipakai rutin... #promo Cocok juga buat handle ready-stock botol minum.",4,positive
"sebagai reseller skincare lokal, waktu nyari resep singkat, caption otomatis lumayan rapi, stok jadi lebih gampang dipantau, fiturnya sederhana tapi kepakai. via wifi rumah Setelah dicoba 350 view, bukan cuma cantik di tampilan. Device: realme C67, jaringan Indosat.",5,positive
"waktu nyari resep singkat, rekomendasi kreator lokal makin bagus, feelnya stable. kalau stabil terus bakal jadi favorit... btw",5,positive
"sebagai penjual makanan pre-order, Buat cari rekomendasi skincare, voucher akhirnya kebaca. keyboard murah lebih gampang dikelola, nggak bikin mikir lama. di Yogyakarta Cocok juga buat handle anti ribet ssd eksternal. Di fitur duet, template balasan customer bisa diedit. #fiturkepakai",4,positive
"aku install lagi kemarin, ada bagian yg membaik, tapi masalah utamanya belum selesai. live sering patah-patah, cukup ganggu buat pemakaian harian! #tiktokshop (Infinix Hot 30, Android 10) Di pencarian hashtag, filter ukuran produk error. Setelah dicoba 28 order, kesannya testing di device bagus doang. Device: Redmi Note 10, jaringan wifi kos. #draftilang",1,negative
"wah stabil sekali, lima menit langsung crash, notifikasi telat masuk. terlalu riskan buat order penting. Masalahnya kerasa pas handle favorit customer skincare pouch.",2,negative
"review santai: waktu nyari resep singkat. Aku cuma mau lihat traffic toko, tapi upload berhenti di tengah. buat jualan malah bikin panik. Masalahnya kerasa pas handle daily stiker label. Di keranjang, komentar penting tenggelam. Device: vivo Y36, jaringan Smartfren.",1,negative
"sebagai pembuat konten kampus, feedback kecil: aku bandingin sama minggu lalu. Aku cuma mau lihat live diskon, tapi voucher tiba-tiba hilang. support-nya kurang menolong!! dong Masalahnya kerasa pas handle stok akhir hijab voal. Di fitur duet, filter ukuran produk error.",3,negative
"sebagai pengguna yang jarang komplain, pas lagi bikin konten tugas, filter komentar gampang diatur, ranking produk lebih transparan, aku bisa rekomendasiin ke temen? btw Di riwayat transaksi, komentar prioritas naik sendiri. Setelah dicoba 2 kali, lebih sedikit klik daripada sebelumnya.",5,positive
"bwt cek harga barang, live chat customer responsif. parfum lokal lebih gampang dikelola, jadi lebih sering kepakai. #tiktokshop Cocok juga buat handle travel cat air. Di for you page, arsip chat gampang dicari. Device: Poco X5, jaringan 5G.",4,positive
"mantap, baru buka langsung nge-freeze, saldo promosi nggak keupdate. rasanya performa makin berat. imo versi v30.1.0 Masalahnya kerasa pas handle grosir mouse wireless. Di tab Shop, angka klik produk kosong. #paketnyangkut",1,negative
"pas lagi nunggu bus aku buka, iklan masih ada, tapi nggak terlaluagresif, fitur balas komentar pakai video enak. ini update yang kerasa manfaatnya... (Redmi Note 10, Android 11) di Malang Di komentar live, link produk tetap nempel di video. Device: Redmi 13C, jaringan Biznet.",5,positive
"di akun kedua aku coba juga, fitur duet delay parah, feelnya too heavy. masalahnya terlalu sering muncul... Masalahnya kerasa pas handle custom kaos polos. Di creator tools, kode referral invalid mendadak. #uploadgagal",2,negative
"sebagai mahasiswa rantau, nice, app panas duluan sebelum video ke-upload, tab inbox lama kebuka. rasanya seperti dipaksa jadi beta tester!! Di shipping tracker, live replay berhenti di menit awal. Setelah dicoba 4 kali, bug-nya muncul pas lagi ada pembeli. Device: Tecno Pova, jaringan 4G. bikin males",2,negative
"waktu nyari resep singkat, iklan kebanyakan muncul, feelnya painful. capek report berkali-kali. Masalahnya kerasa pas handle murah flashdisk metal. Setelah dicoba 4 kali, terlalu banyak tap buat hal sederhana.",1,negative
"sebagai kreator edukasi kecil, waktu nyari resep singkat, live chat customer responsif, feelnya less confusing. ini lumayan kerasa?",5,positive
"temen kantor nyaranin ini, notifikasi telat masuk, rasanya performa makin berat mohon dicek serius!! lah (vivo V25, Android 13) #crashlagi",4,negative
"di Sentul, dari minggu lalu progresnya kelihatan, filter komentar gampang diatur, jadi lebih sering kepakai? Di for you page, jadwal posting tidak lompat tanggal. aman jaya",5,positive
